STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,MYS,Malaysia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,121.41301259589,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NAC,North America,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,83.6097856552239,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NAM,Namibia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,100.929904066859,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NCL,New Caledonia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,130.146483865923,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NER,Niger,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,46.3180618853442,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NGA,Nigeria,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,84.6549050019387,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NIC,Nicaragua,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,132.872128775547,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NLD,Netherlands,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,111.116869655351,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NOR,Norway,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,85.0003418335954,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NPL,Nepal,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,118.948869870529,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NRU,Nauru,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,NZL,New Zealand,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,79.9405155320555,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,OED,OECD members,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,103.944159563926,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,OMN,Oman,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,92.6285300506879,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,OSS,Other small states,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,160.213189851519,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PAK,Pakistan,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,55.6201550387597,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PAN,Panama,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,175.136324500144,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PER,Peru,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,88.8454317897372,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PHL,Philippines,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,150.162216121787,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PLW,Palau,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PNG,Papua New Guinea,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,64.6271186440678,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,POL,Poland,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,117.015706806283,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PRE,Pre-demographic dividend,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,93.6228999318758,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PRI,Puerto Rico,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,86.3636363636364,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,132.737686139748,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PRT,Portugal,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,124.569911095716,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PRY,Paraguay,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,55.461929704699,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PSE,West Bank and Gaza,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,106.475716064757,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PSS,Pacific island small states,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,168.373173740762,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PST,Post-demographic dividend,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,98.9823294550075,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,PYF,French Polynesia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,131.3385433394,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,QAT,Qatar,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,1033.54430379747,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ROU,Romania,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,117.900269307619,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,RUS,Russian Federation,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,100.201753705284,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,RWA,Rwanda,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,113.465811694496,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SAS,South Asia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,85.7036157018096,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SAU,Saudi Arabia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,50.9767761697871,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SDN,Sudan,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,97.8020788220009,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SEN,Senegal,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,167.905267456105,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SGP,Singapore,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,144.722172271174,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SLB,Solomon Islands,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,102.276270657936,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SLE,Sierra Leone,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,79.548487544484,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SLV,El Salvador,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,111.234998064266,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SMR,San Marino,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SOM,Somalia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,114.682411142849,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SRB,Serbia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,108.703845885391,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SSA,Sub-Saharan Africa (excluding high income),WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,96.9054152016009,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SSD,South Sudan,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,87.2773151652788,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SSF,Sub-Saharan Africa,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,96.9054152016009,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SST,Small states,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,159.131584082991,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,STP,Sao Tome and Principe,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,139.213524439544,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SUR,Suriname,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,133.396081342631,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SVK,Slovak Republic,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,83.6617562655443,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SVN,Slovenia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,74.738652458353,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SWE,Sweden,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,66.5161536504706,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SWZ,Eswatini,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,105.796959773205,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SXM,Sint Maarten (Dutch part),WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SYC,Seychelles,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,SYR,Syrian Arab Republic,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,124.682061579652,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,TCA,Turks and Caicos Islands,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,TCD,Chad,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TCZ,Estimate: Modeled,_Z,Not Applicable,_Z,Not Applicable,1992,16.5018541409147,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,A,Normal value,PU,Public
